status,num_keypoints1,num_keypoints2,num_matches,num_inliers,inlier_ratio,mean_error,median_error,std_error,p90_error,max_error,cond_H,log_cond_H,det_H,pair_id,augmentation_src,augmentation_tgt,original_src,original_tgt,pair_index,augmentation_index,defect_added,flag
success,690,506,172,11,0.06395348837209303,0.31191221162177174,0.262162857941481,0.1436608539709884,0.48596848240526075,0.5828574665338384,805.0961369974699,6.6909616951295625,0.9203073385296175,20250905_031541_20250905_031836,brightness_0.9,brightness_0.9,20250905_031541.jpg,20250905_031836.jpg,3,2,False,OK
success,824,553,192,9,0.046875,0.41783654209758825,0.0913292285660929,0.41281478834237834,0.9804683041177273,1.077925991040214,10224.974050174302,9.232588443027518,1.2044190798380143,20250905_031541_20250905_031836,correlated_noise_sigma_4,correlated_noise_sigma_4,20250905_031541.jpg,20250905_031836.jpg,3,35,False,OK
success,693,497,179,10,0.055865921787709494,1.3475008033881015,1.346982444640083,0.5229243171826686,1.8332036931346127,2.351500499126032,195594.61674972242,12.18379951447469,0.6474903801195441,20250905_031541_20250905_031836,rotation_-5,rotation_-5,20250905_031541.jpg,20250905_031836.jpg,3,19,True,OK
success,570,417,142,15,0.1056338028169014,1.1225049865753531,1.0638319789164186,0.544903714186132,1.7892252573792018,2.1870131812749185,29401.286998855117,10.288793727839918,1.1816083460320048,20250905_031541_20250905_031836,scale_0.98,scale_0.98,20250905_031541.jpg,20250905_031836.jpg,3,24,False,OK
success,298,269,114,9,0.07894736842105263,0.5050674261027613,0.49954493325916605,0.29153518653015803,0.9623848629001229,0.9888568763247415,17279.8920904609,9.757298797573554,0.9679798994320602,20250905_031541_20250905_031836,gaussian_blur_5x5,gaussian_blur_5x5,20250905_031541.jpg,20250905_031836.jpg,3,7,False,OK
success,1307,929,283,8,0.028268551236749116,0.8720153295420832,1.0356808443488124,0.4563963637071361,1.2771833761042488,1.425282317059219,395700.25803030556,12.888412279458988,0.2323389956992866,20250905_031541_20250905_031836,real_noise_0.5,real_noise_0.5,20250905_031541.jpg,20250905_031836.jpg,3,30,True,OK
success,766,540,201,11,0.05472636815920398,1.4319738154687154,1.6500934583463802,0.7580838058534662,2.3266124577141656,2.3837764217549706,21792.7786808525,9.989333940728827,0.9985216459956288,20250905_031541_20250905_031836,gamma_0.6,gamma_0.6,20250905_031541.jpg,20250905_031836.jpg,3,9,True,OK
success,854,562,184,7,0.03804347826086957,0.8413396257374403,0.3737949337432755,0.8755295403436893,2.185629373954282,2.247187882986947,444595.51671922585,13.004920196608998,4.411630800579222,20250905_031541_20250905_031836,correlated_noise_sigma_2,correlated_noise_sigma_2,20250905_031541.jpg,20250905_031836.jpg,3,33,False,OK
success,678,470,178,13,0.07303370786516854,1.1595909135885218,1.010362344896104,0.6658574033121155,1.824304268883477,2.982118014894665,662.9436193495734,6.496689947881442,1.0178735827767296,20250905_031541_20250905_031836,rotation_-3,rotation_-3,20250905_031541.jpg,20250905_031836.jpg,3,20,True,OK
success,871,617,205,8,0.03902439024390244,1.0872553442068789,1.0382367275646875,0.6916565554822901,1.803892841186496,2.4382795225515834,28165.862277791257,10.245865966084438,0.8897282663406622,20250905_031543_20250905_031838,correlated_noise_sigma_4,correlated_noise_sigma_4,20250905_031543.jpg,20250905_031838.jpg,4,35,True,OK
success,537,381,141,16,0.11347517730496454,1.2005816236391782,1.219184283862846,0.5651096802591602,1.9156377519444021,2.086503862613234,58730.547402016375,10.980715269127247,0.6628239193717068,20250905_031543_20250905_031838,motion_blur_3,motion_blur_3,20250905_031543.jpg,20250905_031838.jpg,4,27,True,OK
success,1088,767,260,10,0.038461538461538464,1.08517710626927,0.7013365106206554,0.8983682157474442,2.2774429449304634,2.9574451639131607,99708.32326270692,11.51000443554171,0.7088519661836188,20250905_031543_20250905_031838,brightness_1.2,brightness_1.2,20250905_031543.jpg,20250905_031838.jpg,4,4,True,OK
success,666,431,157,13,0.08280254777070063,1.0816625308661278,0.4132572815815761,1.0187694451789029,2.729974798971974,2.9642135543393384,84648.53927043611,11.346263131304136,0.7348284332168985,20250905_031543_20250905_031838,scale_1.05,scale_1.05,20250905_031543.jpg,20250905_031838.jpg,4,26,False,OK
success,754,525,175,12,0.06857142857142857,0.8688846666246256,0.6873186254884072,0.7192197407647402,1.4843240899334227,2.522505080102546,199592.3796511393,12.204032464030194,0.5025052775215109,20250905_031543_20250905_031838,brightness_0.9,brightness_0.9,20250905_031543.jpg,20250905_031838.jpg,4,2,True,OK
success,839,594,210,10,0.047619047619047616,0.7885896273986213,0.9928655178403398,0.5309339694998041,1.422525976452839,1.6218752973146628,12583.861562373402,9.44017044359475,1.2170733064988526,20250905_031543_20250905_031838,gamma_0.9,gamma_0.9,20250905_031543.jpg,20250905_031838.jpg,4,12,False,OK
success,1819,1405,455,14,0.03076923076923077,1.1632655802981073,1.037679128513751,0.649758526270786,2.0038585313330795,2.5999329631752475,47617.56236875706,10.770956929498324,1.4755277042864328,20250905_031543_20250905_031838,real_noise_1.0,real_noise_1.0,20250905_031543.jpg,20250905_031838.jpg,4,31,True,OK
success,842,592,199,12,0.06030150753768844,1.348068359204894,1.558727598957531,0.8075207456839342,2.2923507028159373,2.3494195101453936,6037.468283226167,8.705740044651156,0.9647820980898304,20250905_031543_20250905_031838,shift_0_3,shift_0_3,20250905_031543.jpg,20250905_031838.jpg,4,17,False,OK
success,224,184,92,17,0.18478260869565216,0.6528131796751065,0.6290199598236997,0.39511273494055527,0.989340441073933,1.764323803366163,1019.7384149291289,6.9273014174360314,0.9241411458656761,20250905_031543_20250905_031838,gaussian_blur_7x7,gaussian_blur_7x7,20250905_031543.jpg,20250905_031838.jpg,4,8,True,OK
success,746,477,162,12,0.07407407407407407,1.035380026978452,0.9873923181991603,0.5774983731426974,1.8588321163585328,1.8773668998476898,459.32790335956093,6.129764341412313,1.0960080003277495,20250905_031543_20250905_031838,rotation_3,rotation_3,20250905_031543.jpg,20250905_031838.jpg,4,21,False,OK
success,799,577,193,9,0.046632124352331605,1.0429707809130895,0.477724172091566,0.7659469404094781,1.962311763024315,2.5171825884168597,157834.2908012147,11.969300969244134,1.9798849103602054,20250905_031543_20250905_031838,gamma_0.7,gamma_0.7,20250905_031543.jpg,20250905_031838.jpg,4,10,False,OK
success,918,662,225,11,0.04888888888888889,0.8790913040092885,0.9541330197210958,0.5272130081272066,1.4578524226388105,1.7644856595212401,277.46402217974145,5.625691274978493,1.0750784212315145,20250905_031543_20250905_031838,correlated_noise_sigma_2,correlated_noise_sigma_2,20250905_031543.jpg,20250905_031838.jpg,4,33,True,OK
success,2401,2085,614,14,0.02280130293159609,0.9353689038374223,0.9616444311761627,0.5346005349251405,1.6864755221160739,1.8237895071132824,3034.5303428605553,8.017811944520878,0.8237854783029209,20250905_031545_20250905_031841,contrast_clahe,contrast_clahe,20250905_031545.jpg,20250905_031841.jpg,5,36,False,OK
success,1787,1395,385,9,0.023376623376623377,1.1352603973372,0.9489743879384424,0.7719320343386717,1.9508080807829473,2.7678299304560827,4813.166908330543,8.479110547349345,0.8767487995088292,20250905_031545_20250905_031841,real_noise_1.0,real_noise_1.0,20250905_031545.jpg,20250905_031841.jpg,5,31,False,OK
success,882,666,224,10,0.044642857142857144,0.6319281136446849,0.6971488836397759,0.3314603922200492,1.0016078048070556,1.058719772405659,4363.595758188458,8.381051711633217,0.9132469216421731,20250905_031545_20250905_031841,correlated_noise_sigma_2,correlated_noise_sigma_2,20250905_031545.jpg,20250905_031841.jpg,5,33,False,OK
success,1317,964,306,13,0.042483660130718956,1.2343898994113,0.7529988443920747,1.0666057537471376,2.9094650189344518,2.9747270365363154,8601.172498021288,9.059653809927777,1.0682930215613333,20250905_031545_20250905_031841,real_noise_0.5,real_noise_0.5,20250905_031545.jpg,20250905_031841.jpg,5,30,True,OK
success,620,415,151,10,0.06622516556291391,0.7196972897311134,0.8070079798822214,0.42951914037262107,0.9852540563663903,1.6435462152816538,28433.481870465817,10.255322668847224,1.024305380391845,20250905_031545_20250905_031841,scale_0.95,scale_0.95,20250905_031545.jpg,20250905_031841.jpg,5,23,False,OK
success,739,530,182,9,0.04945054945054945,0.9280639523254899,1.0265027914819418,0.6494473684063923,1.4740752966918642,2.2108578911563734,617471.0824333668,13.333387516320284,0.3322917450657095,20250905_031545_20250905_031841,brightness_0.9,brightness_0.9,20250905_031545.jpg,20250905_031841.jpg,5,2,True,OK
success,723,501,181,11,0.06077348066298342,1.102616306200889,1.242793436544312,0.5117785127257478,1.6619660888065313,1.7276475053348808,5713.298749846716,8.65055185034633,0.8962492265607217,20250905_031545_20250905_031841,rotation_-5,rotation_-5,20250905_031545.jpg,20250905_031841.jpg,5,19,False,OK
success,837,610,199,9,0.04522613065326633,0.8649238789708062,0.8617005477433929,0.4375772348631839,1.421475651884238,1.5540919331867231,5625.152486957663,8.635003335497657,0.7844133361542937,20250905_031545_20250905_031841,gamma_0.9,gamma_0.9,20250905_031545.jpg,20250905_031841.jpg,5,12,False,OK
success,726,488,168,9,0.05357142857142857,0.5456567289132919,0.5150909831130528,0.4906384380656955,1.2030214674055806,1.6169068180181583,11317.39083754156,9.334095833806698,0.8712509332132128,20250905_031545_20250905_031841,rotation_-3,rotation_-3,20250905_031545.jpg,20250905_031841.jpg,5,20,True,OK
success,2252,1906,521,7,0.013435700575815739,0.7591087472209279,0.5399089111477889,0.4438920430604117,1.4206887646525892,1.4900988866083864,289118.78635889885,12.574592908110061,2.3635563883014434,20250905_031545_20250905_031841,real_noise_1.5,real_noise_1.5,20250905_031545.jpg,20250905_031841.jpg,5,32,False,OK
success,818,618,206,10,0.04854368932038835,0.6791442452270117,0.5007703666584786,0.45919852962112545,1.4643349630379934,1.553761645419501,57158.19380896326,10.953578032681065,1.6351530552069755,20250905_031545_20250905_031841,correlated_noise_sigma_3,correlated_noise_sigma_3,20250905_031545.jpg,20250905_031841.jpg,5,34,False,OK
success,812,613,199,11,0.05527638190954774,1.0237225753814405,0.7721233502034298,0.7617613889713138,1.8002685659061595,2.8701662082188846,220.41225364381103,5.395499673028255,0.9850947490945771,20250905_031547_20250905_031843,gamma_0.7,gamma_0.7,20250905_031547.jpg,20250905_031843.jpg,6,10,False,OK
success,879,627,196,8,0.04081632653061224,1.0816574498430906,0.9200948620789136,0.7601046101589339,1.9998244064607529,2.301633220263038,2533.4881742112225,7.837352357137643,1.1737741835768478,20250905_031547_20250905_031843,shift_5_5,shift_5_5,20250905_031547.jpg,20250905_031843.jpg,6,18,False,OK
success,730,500,177,14,0.07909604519774012,0.8573247144243211,0.7690901305982736,0.39661492460517733,1.4624443011525539,1.6601839248659875,3657.263192586527,8.204470385093886,0.97359738658812,20250905_031547_20250905_031843,rotation_-3,rotation_-3,20250905_031547.jpg,20250905_031843.jpg,6,20,False,OK
success,876,624,199,9,0.04522613065326633,1.233576513688798,0.9582887728677215,0.6376178989317428,2.133996220435619,2.1819702173752367,7727.924977947052,8.952595668022646,1.1046168780463157,20250905_031547_20250905_031843,shift_0_3,shift_0_3,20250905_031547.jpg,20250905_031843.jpg,6,17,True,OK
success,1242,892,258,10,0.03875968992248062,1.1451124010606857,0.8882806400173511,0.6876999827341389,1.9754715624749317,2.787129398517834,43125.52954125237,10.671870433475718,1.407196770009019,20250905_031547_20250905_031843,brightness_1.3,brightness_1.3,20250905_031547.jpg,20250905_031843.jpg,6,5,True,OK
success,699,532,170,14,0.08235294117647059,0.9925538981156715,0.9623684363960374,0.5856103184724281,1.7068868426656838,2.1512804135466967,16419.465824302286,9.706222850461547,0.7547222903970336,20250905_031547_20250905_031843,rotation_3,rotation_3,20250905_031547.jpg,20250905_031843.jpg,6,21,False,OK
success,865,635,198,14,0.0707070707070707,1.1581198903772663,1.1185769365609608,0.6306901316200153,1.9096231406672206,2.5613616740756884,15429.28499025869,9.644022605350193,1.0788586272238974,20250905_031547_20250905_031843,gamma_0.8,gamma_0.8,20250905_031547.jpg,20250905_031843.jpg,6,11,True,OK
success,618,435,145,12,0.08275862068965517,0.6097468372665108,0.6053830692573137,0.35694755607258377,1.1118531806199514,1.3391796878085145,735.2154551617165,6.600163592531238,0.9047898848457192,20250905_031547_20250905_031843,scale_0.95,scale_0.95,20250905_031547.jpg,20250905_031843.jpg,6,23,True,OK
success,1336,971,307,11,0.035830618892508145,1.200931745147107,1.0627028190324166,0.8334831255891788,2.1167414760615353,2.881709234179305,57391.93011069307,10.957658982017856,0.6901476621544992,20250905_031547_20250905_031843,real_noise_0.5,real_noise_0.5,20250905_031547.jpg,20250905_031843.jpg,6,30,False,OK
success,860,625,193,7,0.03626943005181347,0.8935802167564683,0.8681150752896933,0.4179628124918395,1.3465558683218395,1.4923725173119446,10472.632140197968,9.256520670569035,1.1214925262730346,20250905_031547_20250905_031843,gamma_1.1,gamma_1.1,20250905_031547.jpg,20250905_031843.jpg,6,13,False,OK
success,987,709,233,8,0.034334763948497854,1.2704193810415252,1.31017558719073,0.5204047177571339,1.7759048157222834,1.8181942085705027,29563.703574998264,10.294302657301888,1.5261956030079873,20250905_031547_20250905_031843,brightness_1.1,brightness_1.1,20250905_031547.jpg,20250905_031843.jpg,6,3,True,OK
success,528,404,137,11,0.08029197080291971,0.6667670564337883,0.6654145488135431,0.47608651083790865,1.347642015803135,1.489369608524885,601.0754544392702,6.398720474806562,1.275462963903022,20250905_031547_20250905_031843,motion_blur_3,motion_blur_3,20250905_031547.jpg,20250905_031843.jpg,6,27,True,OK
success,634,473,168,12,0.07142857142857142,1.0635868987147648,0.806748658533273,0.6143310815705056,2.0008926705083026,2.092644318198637,1359.2255214077345,7.214670346967591,1.0868689704668586,20250905_031549_20250905_031846,scale_1.02,scale_1.02,20250905_031549.jpg,20250905_031846.jpg,7,25,True,OK
success,730,529,179,12,0.0670391061452514,0.8552037352949465,0.46332040940513264,0.6901852433512553,2.115309541990013,2.232389719204852,144069.81031963532,11.878053254969904,0.6647703337917256,20250905_031549_20250905_031846,rotation_-5,rotation_-5,20250905_031549.jpg,20250905_031846.jpg,7,19,False,OK
success,883,641,214,8,0.037383177570093455,0.8460809212255842,1.0614139305474644,0.44989558687158543,1.2967787172474898,1.2967787172474898,59349.04822874762,10.991191363325362,0.8824535812754493,20250905_031549_20250905_031846,shift_5_5,shift_5_5,20250905_031549.jpg,20250905_031846.jpg,7,18,True,OK
success,719,505,180,10,0.05555555555555555,1.1276933562836073,1.2055218168197097,0.49861994938460374,1.650251930983724,1.8680140573790678,37641.6036100393,10.535865196671693,1.4204917341320409,20250905_031549_20250905_031846,rotation_5,rotation_5,20250905_031549.jpg,20250905_031846.jpg,7,22,True,OK
success,536,415,142,13,0.09154929577464789,0.9945444890748798,0.9808966841231023,0.4225227525839078,1.3934496943150554,1.7392048729425371,11651.131022973817,9.363158537798613,0.9731504532011073,20250905_031549_20250905_031846,motion_blur_3,motion_blur_3,20250905_031549.jpg,20250905_031846.jpg,7,27,True,OK
success,2470,1884,551,8,0.014519056261343012,0.7922968569072474,0.9003975750829427,0.446377709120759,1.2124890230689254,1.5859540566429178,6694.157586903492,8.808990423009487,1.2204025553397386,20250905_031549_20250905_031846,real_noise_1.5,real_noise_1.5,20250905_031549.jpg,20250905_031846.jpg,7,32,True,OK
success,1380,997,311,14,0.04501607717041801,1.377198115560452,1.1785260724961317,0.7793587973072027,2.502602553377919,2.84385659751951,3249.1652429218666,8.086153394000867,1.1121019512734018,20250905_031549_20250905_031846,real_noise_0.5,real_noise_0.5,20250905_031549.jpg,20250905_031846.jpg,7,30,True,OK
success,329,257,113,14,0.12389380530973451,0.8931235468410976,0.8435099902631301,0.3820146807020615,1.330489059525326,1.7975665698411496,8029.4499049056785,8.990871299601167,1.0224418512419384,20250905_031549_20250905_031846,gaussian_blur_5x5,gaussian_blur_5x5,20250905_031549.jpg,20250905_031846.jpg,7,7,False,OK
success,843,570,201,10,0.04975124378109453,1.122555012878968,1.0932807497611048,0.6755981922437281,2.0824118670581373,2.2985109660765657,174376.34454848757,12.06897114220037,1.5692371176517719,20250905_031549_20250905_031846,gamma_0.7,gamma_0.7,20250905_031549.jpg,20250905_031846.jpg,7,10,True,OK
success,631,463,167,12,0.0718562874251497,0.8712672364246264,0.4527236827924849,0.8252379341893655,2.231711237895408,2.7184532212821697,12797.476520613098,9.457003283644617,1.0280114945806937,20250905_031549_20250905_031846,scale_1.05,scale_1.05,20250905_031549.jpg,20250905_031846.jpg,7,26,True,OK
success,142,139,55,11,0.2,0.7586915034871825,0.8569717789326987,0.20742235311890078,0.9241350293880836,1.0456120849756683,95.17017873974592,4.555666644192669,0.8739123034058569,20250905_031549_20250905_031846,motion_blur_7,motion_blur_7,20250905_031549.jpg,20250905_031846.jpg,7,29,True,OK
success,1245,905,288,12,0.041666666666666664,1.398874068392342,1.347549384312658,0.8598515865272417,2.4814659222419864,2.7259934026000394,5944.315776270358,8.690190710200222,1.1514991684677898,20250905_031551_20250905_031848,brightness_1.3,brightness_1.3,20250905_031551.jpg,20250905_031848.jpg,8,5,True,OK
success,2387,1950,579,9,0.015544041450777202,0.920355210619825,0.48132209420730565,0.714775067406621,1.8797553492484318,2.545015011294195,22941.370746899065,10.04069714246833,0.9162945563899114,20250905_031551_20250905_031848,real_noise_1.5,real_noise_1.5,20250905_031551.jpg,20250905_031848.jpg,8,32,True,OK
